DATA;WORK_ORDER;ID_OPERADOR;ID_EQUIPE;QTDE;ID_GRADE;ID_PRODUTO;ID_COR
05/07/2024;36751;2854;2917;3;5;341355;555758
05/07/2024;36752;2854;2917;11;5;330074;555762
05/07/2024;36752;2854;2917;12;5;330074;555762
05/07/2024;36752;2854;2917;19;5;330074;555762
05/07/2024;36753;2854;2917;4;5;334675;555760
05/07/2024;36754;2854;2917;2;5;331268;555758
06/07/2024;36755;2854;2917;5;7;338889;555756
06/07/2024;36755;2854;2917;6;7;338889;555756
06/07/2024;36755;2854;2917;6;7;338889;555756
06/07/2024;36755;2854;2917;5;3;338889;555756
06/07/2024;36755;2854;2917;6;3;338889;555756
06/07/2024;36755;2854;2917;6;3;338889;555756
06/07/2024;36755;2854;2917;6;3;338889;555756
06/07/2024;36755;2854;2917;7;3;338889;555756
06/07/2024;36755;2854;2917;7;3;338889;555756
06/07/2024;36755;2854;2917;8;3;338889;555756
06/07/2024;36756;2854;2917;6;3;341295;555756
06/07/2024;36756;2854;2917;7;3;341295;555756
06/07/2024;36756;2854;2917;7;3;341295;555756
06/07/2024;36756;2854;2917;7;3;341295;555756
06/07/2024;36756;2854;2917;8;3;341295;555756
06/07/2024;36756;2854;2917;8;3;341295;555756
06/07/2024;36756;2854;2917;9;3;341295;555756
06/07/2024;36755;2854;2917;5;4;338889;555756
06/07/2024;36755;2854;2917;5;4;338889;555756
06/07/2024;36755;2854;2917;5;4;338889;555756
06/07/2024;36755;2854;2917;6;4;338889;555756
06/07/2024;36755;2854;2917;6;4;338889;555756
06/07/2024;36756;2854;2917;6;4;341295;555756
06/07/2024;36756;2854;2917;7;4;341295;555756
06/07/2024;36756;2854;2917;9;4;341295;555756
06/07/2024;36755;2854;2917;6;5;338889;555756
06/07/2024;36755;2854;2917;6;5;338889;555756
06/07/2024;36755;2854;2917;9;5;338889;555756
06/07/2024;36756;2854;2917;9;5;341295;555756
06/07/2024;36756;2854;2917;10;5;341295;555756
06/07/2024;36756;2854;2917;11;5;341295;555756
08/07/2024;36757;2854;2917;5;7;338547;555761
08/07/2024;36757;2854;2917;6;7;338547;555761
08/07/2024;36757;2854;2917;9;7;338547;555761
08/07/2024;36757;2854;2917;9;7;338547;555761
08/07/2024;36757;2854;2917;5;3;338547;555761
08/07/2024;36757;2854;2917;9;3;338547;555761
08/07/2024;36757;2854;2917;12;3;338547;555761
08/07/2024;36757;2854;2917;13;3;338547;555761
08/07/2024;36758;2854;2917;3;3;344072;555756
08/07/2024;36758;2854;2917;3;3;344072;555756
08/07/2024;36758;2854;2917;4;3;344072;555756
08/07/2024;36758;2854;2917;4;3;344072;555756
08/07/2024;36758;2854;2917;4;3;344072;555756
08/07/2024;36758;2854;2917;6;3;344072;555756
08/07/2024;36758;2854;2917;6;3;344072;555756
08/07/2024;36757;2854;2917;9;4;338547;555761
08/07/2024;36757;2854;2917;10;4;338547;555761
08/07/2024;36758;2854;2917;3;4;344072;555756
08/07/2024;36758;2854;2917;3;4;344072;555756
08/07/2024;36758;2854;2917;4;4;344072;555756
08/07/2024;36758;2854;2917;4;4;344072;555756
08/07/2024;36758;2854;2917;4;4;344072;555756
08/07/2024;36758;2854;2917;6;4;344072;555756
08/07/2024;36758;2854;2917;6;4;344072;555756
08/07/2024;36759;2854;2917;4;4;338889;555756
08/07/2024;36757;2854;2917;8;5;338547;555761
08/07/2024;36757;2854;2917;9;5;338547;555761
08/07/2024;36760;2845;4753;19;7;342036;555757
08/07/2024;36760;2845;4753;25;7;342036;555757
08/07/2024;36761;2845;4753;9;3;342623;555759
08/07/2024;36761;2845;4753;10;3;342623;555759
08/07/2024;36761;2845;4753;12;3;342623;555759
08/07/2024;36761;2845;4753;12;3;342623;555759
08/07/2024;36761;2845;4753;13;3;342623;555759
08/07/2024;36761;2845;4753;16;3;342623;555759
08/07/2024;36761;2845;4753;19;3;342623;555759
08/07/2024;36761;2845;4753;19;3;342623;555759
08/07/2024;36761;2845;4753;19;3;342623;555759
08/07/2024;36760;2845;4753;12;3;342036;555757
08/07/2024;36760;2845;4753;18;3;342036;555757
08/07/2024;36760;2845;4753;21;3;342036;555757
08/07/2024;36760;2845;4753;32;3;342036;555757
08/07/2024;36762;2845;4753;11;3;328523;555758
08/07/2024;36761;2845;4753;5;4;342623;555759
08/07/2024;36761;2845;4753;9;4;342623;555759
08/07/2024;36761;2845;4753;9;4;342623;555759
08/07/2024;36761;2845;4753;9;4;342623;555759
08/07/2024;36761;2845;4753;9;4;342623;555759
08/07/2024;36761;2845;4753;10;4;342623;555759
08/07/2024;36761;2845;4753;10;4;342623;555759
08/07/2024;36761;2845;4753;18;4;342623;555759
08/07/2024;36761;2845;4753;20;4;342623;555759
08/07/2024;36763;2845;4753;19;4;334508;555756
08/07/2024;36760;2845;4753;12;4;342036;555757
08/07/2024;36760;2845;4753;15;4;342036;555757
08/07/2024;36760;2845;4753;18;4;342036;555757
08/07/2024;36760;2845;4753;22;4;342036;555757
08/07/2024;36761;2845;4753;9;5;342623;555759
08/07/2024;36760;2845;4753;19;5;342036;555757
08/07/2024;36760;2845;4753;21;5;342036;555757
08/07/2024;36764;3145;4754;2;7;337959;555757
08/07/2024;36764;3145;4754;4;7;337959;555757
08/07/2024;36764;3145;4754;11;7;337959;555757
08/07/2024;36764;3145;4754;12;7;337959;555757
08/07/2024;36764;3145;4754;12;7;337959;555757
08/07/2024;36764;3145;4754;14;7;337959;555757
08/07/2024;36764;3145;4754;3;3;337959;555757
08/07/2024;36764;3145;4754;8;3;337959;555757
08/07/2024;36764;3145;4754;9;3;337959;555757
08/07/2024;36764;3145;4754;11;3;337959;555757
08/07/2024;36764;3145;4754;11;3;337959;555757
08/07/2024;36764;3145;4754;12;3;337959;555757
08/07/2024;36764;3145;4754;12;3;337959;555757
08/07/2024;36764;3145;4754;13;3;337959;555757
08/07/2024;36764;3145;4754;3;4;337959;555757
08/07/2024;36764;3145;4754;4;4;337959;555757
08/07/2024;36764;3145;4754;6;4;337959;555757
08/07/2024;36764;3145;4754;7;4;337959;555757
08/07/2024;36764;3145;4754;8;4;337959;555757
08/07/2024;36764;3145;4754;9;4;337959;555757
08/07/2024;36764;3145;4754;11;4;337959;555757
08/07/2024;36764;3145;4754;12;4;337959;555757
08/07/2024;36764;3145;4754;13;4;337959;555757
08/07/2024;36764;3145;4754;5;5;337959;555757
08/07/2024;36764;3145;4754;7;5;337959;555757
08/07/2024;36764;3145;4754;12;5;337959;555757
08/07/2024;36764;3145;4754;12;5;337959;555757
08/07/2024;36764;3145;4754;13;5;337959;555757
09/07/2024;36765;2834;2917;1;7;347680;555760
09/07/2024;36765;2834;2917;4;3;347680;555760
09/07/2024;36765;2834;2917;3;4;347680;555760
09/07/2024;36765;2834;2917;1;5;347680;555760
09/07/2024;36766;2854;2917;6;7;355311;555760
09/07/2024;36767;2854;2917;6;7;342235;555754
09/07/2024;36767;2854;2917;9;7;342235;555754
09/07/2024;36767;2854;2917;12;7;342235;555754
09/07/2024;36768;2854;2917;3;7;337959;555754
09/07/2024;36766;2854;2917;4;3;355311;555760
09/07/2024;36766;2854;2917;5;3;355311;555760
09/07/2024;36766;2854;2917;6;3;355311;555760
09/07/2024;36766;2854;2917;6;3;355311;555760
09/07/2024;36766;2854;2917;7;3;355311;555760
09/07/2024;36767;2854;2917;7;3;342235;555754
09/07/2024;36767;2854;2917;8;3;342235;555754
09/07/2024;36767;2854;2917;9;3;342235;555754
09/07/2024;36767;2854;2917;10;3;342235;555754
09/07/2024;36767;2854;2917;10;3;342235;555754
09/07/2024;36768;2854;2917;6;3;337959;555754
09/07/2024;36766;2854;2917;5;4;355311;555760
09/07/2024;36766;2854;2917;6;4;355311;555760
09/07/2024;36766;2854;2917;7;4;355311;555760
09/07/2024;36766;2854;2917;6;4;355311;555760
09/07/2024;36766;2854;2917;6;4;355311;555760
09/07/2024;36767;2854;2917;6;4;342235;555754
09/07/2024;36767;2854;2917;7;4;342235;555754
09/07/2024;36767;2854;2917;12;4;342235;555754
09/07/2024;36768;2854;2917;6;4;337959;555754
09/07/2024;36766;2854;2917;5;5;355311;555760
09/07/2024;36766;2854;2917;4;5;355311;555760
09/07/2024;36766;2854;2917;4;5;355311;555760
09/07/2024;36767;2854;2917;8;5;342235;555754
09/07/2024;36767;2854;2917;10;5;342235;555754
09/07/2024;36768;2854;2917;3;5;337959;555754
09/07/2024;36769;3300;4750;7;7;338889;555754
09/07/2024;36770;3300;4750;7;7;342630;555754
09/07/2024;36771;3300;4750;18;7;344265;555761
09/07/2024;36769;3300;4750;6;3;338889;555754
09/07/2024;36769;3300;4750;9;3;338889;555754
09/07/2024;36769;3300;4750;9;3;338889;555754
09/07/2024;36769;3300;4750;10;3;338889;555754
09/07/2024;36770;3300;4750;15;3;342630;555754
09/07/2024;36770;3300;4750;19;3;342630;555754
09/07/2024;36772;3300;4750;27;3;344265;555757
09/07/2024;36769;3300;4750;6;4;338889;555754
09/07/2024;36769;3300;4750;8;4;338889;555754
09/07/2024;36769;3300;4750;9;4;338889;555754
09/07/2024;36770;3300;4750;24;4;342630;555754
09/07/2024;36772;3300;4750;21;4;344265;555757
09/07/2024;36769;3300;4750;11;5;338889;555754
09/07/2024;36770;3300;4750;11;5;342630;555754
09/07/2024;36772;3300;4750;15;5;344265;555757
09/07/2024;36773;2837;4751;6;7;343101;555755
09/07/2024;36773;2837;4751;7;7;343101;555755
09/07/2024;36773;2837;4751;6;3;343101;555755
09/07/2024;36773;2837;4751;6;3;343101;555755
09/07/2024;36773;2837;4751;7;3;343101;555755
09/07/2024;36773;2837;4751;7;3;343101;555755
09/07/2024;36773;2837;4751;7;3;343101;555755
09/07/2024;36773;2837;4751;6;4;343101;555755
09/07/2024;36773;2837;4751;6;4;343101;555755
09/07/2024;36773;2837;4751;7;4;343101;555755
09/07/2024;36773;2837;4751;7;4;343101;555755
09/07/2024;36773;2837;4751;6;5;343101;555755
09/07/2024;36773;2837;4751;6;5;343101;555755
09/07/2024;36773;2837;4751;6;5;343101;555755
09/07/2024;36773;2837;4751;7;5;343101;555755
10/07/2024;36774;2854;2917;3;7;344531;555759
10/07/2024;36774;2854;2917;3;7;344531;555759
10/07/2024;36774;2854;2917;4;7;344531;555759
10/07/2024;36775;2854;2917;5;7;355311;555761
10/07/2024;36776;2854;2917;10;7;355311;555760
10/07/2024;36774;2854;2917;3;3;344531;555759
10/07/2024;36774;2854;2917;3;3;344531;555759
10/07/2024;36774;2854;2917;4;3;344531;555759
10/07/2024;36774;2854;2917;4;3;344531;555759
10/07/2024;36774;2854;2917;4;3;344531;555759
10/07/2024;36774;2854;2917;5;3;344531;555759
10/07/2024;36775;2854;2917;5;3;355311;555761
10/07/2024;36775;2854;2917;6;3;355311;555761
10/07/2024;36775;2854;2917;8;3;355311;555761
10/07/2024;36776;2854;2917;5;3;355311;555760
10/07/2024;36776;2854;2917;6;3;355311;555760
10/07/2024;36776;2854;2917;6;3;355311;555760
10/07/2024;36776;2854;2917;7;3;355311;555760
10/07/2024;36776;2854;2917;12;3;355311;555760
10/07/2024;36774;2854;2917;2;4;344531;555759
10/07/2024;36774;2854;2917;2;4;344531;555759
10/07/2024;36774;2854;2917;3;4;344531;555759
10/07/2024;36774;2854;2917;3;4;344531;555759
10/07/2024;36774;2854;2917;3;4;344531;555759
10/07/2024;36775;2854;2917;6;4;355311;555761
10/07/2024;36775;2854;2917;6;4;355311;555761
10/07/2024;36774;2854;2917;3;5;344531;555759
10/07/2024;36774;2854;2917;3;5;344531;555759
10/07/2024;36774;2854;2917;4;5;344531;555759
10/07/2024;36775;2854;2917;5;5;355311;555761
10/07/2024;36777;2850;4752;58;7;338547;555759
10/07/2024;36777;2850;4752;51;3;338547;555759
10/07/2024;36777;2850;4752;65;3;338547;555759
10/07/2024;36777;2850;4752;46;4;338547;555759
10/07/2024;36777;2850;4752;7;5;338547;555759
10/07/2024;36778;2850;4752;5;5;343101;555755
10/07/2024;36778;2850;4752;6;5;343101;555755
10/07/2024;36778;2850;4752;6;5;343101;555755
10/07/2024;36779;4067;4752;8;7;351583;555762
10/07/2024;36780;4067;4752;16;7;333088;555755
10/07/2024;36779;4067;4752;6;3;351583;555762
10/07/2024;36779;4067;4752;6;3;351583;555762
10/07/2024;36779;4067;4752;10;3;351583;555762
10/07/2024;36779;4067;4752;11;3;351583;555762
10/07/2024;36779;4067;4752;1;4;351583;555762
10/07/2024;36779;4067;4752;2;4;351583;555762
10/07/2024;36779;4067;4752;7;4;351583;555762
10/07/2024;36779;4067;4752;11;4;351583;555762
10/07/2024;36779;4067;4752;11;5;351583;555762
10/07/2024;36780;4067;4752;14;5;333088;555755
10/07/2024;36781;3145;4754;5;5;347895;555760
10/07/2024;36781;3145;4754;6;5;347895;555760
10/07/2024;36781;3145;4754;9;5;347895;555760
11/07/2024;36782;2834;2917;15;7;338547;555757
11/07/2024;36783;2834;2917;4;7;340066;555756
11/07/2024;36784;2834;2917;6;3;347895;555754
11/07/2024;36782;2834;2917;13;3;338547;555757
11/07/2024;36782;2834;2917;15;3;338547;555757
11/07/2024;36784;2834;2917;5;4;347895;555754
11/07/2024;36782;2834;2917;8;4;338547;555757
11/07/2024;36784;2834;2917;4;5;347895;555754
11/07/2024;36782;2834;2917;12;5;338547;555757
11/07/2024;36785;2854;2917;3;7;344531;555761
11/07/2024;36785;2854;2917;3;7;344531;555761
11/07/2024;36786;2854;2917;4;7;330454;555757
11/07/2024;36786;2854;2917;4;7;330454;555757
11/07/2024;36787;2854;2917;27;3;338889;555756
11/07/2024;36785;2854;2917;3;3;344531;555761
11/07/2024;36785;2854;2917;3;3;344531;555761
11/07/2024;36785;2854;2917;4;3;344531;555761
11/07/2024;36786;2854;2917;3;3;330454;555757
11/07/2024;36786;2854;2917;4;3;330454;555757
11/07/2024;36786;2854;2917;4;3;330454;555757
11/07/2024;36787;2854;2917;32;4;338889;555756
11/07/2024;36785;2854;2917;3;4;344531;555761
11/07/2024;36785;2854;2917;3;4;344531;555761
11/07/2024;36785;2854;2917;3;4;344531;555761
11/07/2024;36785;2854;2917;4;4;344531;555761
11/07/2024;36785;2854;2917;4;4;344531;555761
11/07/2024;36786;2854;2917;2;4;330454;555757
11/07/2024;36786;2854;2917;3;4;330454;555757
11/07/2024;36786;2854;2917;4;4;330454;555757
11/07/2024;36787;2854;2917;14;5;338889;555756
11/07/2024;36785;2854;2917;3;5;344531;555761
11/07/2024;36785;2854;2917;4;5;344531;555761
11/07/2024;36786;2854;2917;4;5;330454;555757
11/07/2024;36786;2854;2917;4;5;330454;555757
11/07/2024;36787;2854;2917;6;6;338889;555756
11/07/2024;36788;3300;4750;6;7;339382;555759
11/07/2024;36788;3300;4750;6;7;339382;555759
11/07/2024;36789;3300;4750;9;7;340066;555754
11/07/2024;36790;3300;4750;12;7;347680;555755
11/07/2024;36791;3300;4750;4;3;351110;555758
11/07/2024;36788;3300;4750;5;3;339382;555759
11/07/2024;36788;3300;4750;5;3;339382;555759
11/07/2024;36788;3300;4750;5;3;339382;555759
11/07/2024;36788;3300;4750;6;3;339382;555759
11/07/2024;36788;3300;4750;9;3;339382;555759
11/07/2024;36788;3300;4750;10;3;339382;555759
11/07/2024;36788;3300;4750;10;3;339382;555759
11/07/2024;36789;3300;4750;1;3;340066;555754
11/07/2024;36789;3300;4750;4;3;340066;555754
11/07/2024;36789;3300;4750;8;3;340066;555754
11/07/2024;36789;3300;4750;9;3;340066;555754
11/07/2024;36789;3300;4750;9;3;340066;555754
11/07/2024;36789;3300;4750;9;3;340066;555754
11/07/2024;36790;3300;4750;8;3;347680;555755
11/07/2024;36790;3300;4750;10;3;347680;555755
11/07/2024;36790;3300;4750;12;3;347680;555755
11/07/2024;36788;3300;4750;10;4;339382;555759
11/07/2024;36788;3300;4750;10;4;339382;555759
11/07/2024;36788;3300;4750;13;4;339382;555759
11/07/2024;36789;3300;4750;9;4;340066;555754
11/07/2024;36790;3300;4750;7;4;347680;555755
11/07/2024;36790;3300;4750;9;4;347680;555755
11/07/2024;36790;3300;4750;10;4;347680;555755
11/07/2024;36788;3300;4750;9;5;339382;555759
11/07/2024;36789;3300;4750;7;5;340066;555754
11/07/2024;36789;3300;4750;9;5;340066;555754
11/07/2024;36790;3300;4750;9;5;347680;555755
11/07/2024;36792;2837;4751;9;7;340066;555755
11/07/2024;36792;2837;4751;11;7;340066;555755
11/07/2024;36792;2837;4751;5;3;340066;555755
11/07/2024;36792;2837;4751;6;3;340066;555755
11/07/2024;36792;2837;4751;6;3;340066;555755
11/07/2024;36792;2837;4751;6;3;340066;555755
11/07/2024;36792;2837;4751;6;3;340066;555755
11/07/2024;36792;2837;4751;7;3;340066;555755
11/07/2024;36792;2837;4751;7;3;340066;555755
11/07/2024;36792;2837;4751;9;3;340066;555755
11/07/2024;36792;2837;4751;5;4;340066;555755
11/07/2024;36792;2837;4751;6;4;340066;555755
11/07/2024;36792;2837;4751;6;4;340066;555755
11/07/2024;36792;2837;4751;6;4;340066;555755
11/07/2024;36792;2837;4751;6;4;340066;555755
11/07/2024;36792;2837;4751;7;4;340066;555755
11/07/2024;36792;2837;4751;7;4;340066;555755
11/07/2024;36792;2837;4751;5;5;340066;555755
11/07/2024;36792;2837;4751;6;5;340066;555755
11/07/2024;36792;2837;4751;7;5;340066;555755
11/07/2024;36793;2847;4751;4;3;341358;555760
11/07/2024;36794;2850;4752;1;3;342504;555760
11/07/2024;36795;2850;4752;5;4;340066;555754
11/07/2024;36796;2832;4755;10;7;347895;555760
11/07/2024;36796;2832;4755;11;7;347895;555760
11/07/2024;36796;2832;4755;12;7;347895;555760
11/07/2024;36796;2832;4755;15;7;347895;555760
11/07/2024;36796;2832;4755;8;3;347895;555760
11/07/2024;36796;2832;4755;12;3;347895;555760
11/07/2024;36796;2832;4755;12;3;347895;555760
11/07/2024;36796;2832;4755;14;3;347895;555760
11/07/2024;36796;2832;4755;14;3;347895;555760
11/07/2024;36796;2832;4755;15;3;347895;555760
11/07/2024;36796;2832;4755;16;3;347895;555760
11/07/2024;36796;2832;4755;17;3;347895;555760
11/07/2024;36796;2832;4755;17;3;347895;555760
11/07/2024;36796;2832;4755;18;3;347895;555760
11/07/2024;36796;2832;4755;18;3;347895;555760
11/07/2024;36796;2832;4755;18;3;347895;555760
11/07/2024;36796;2832;4755;9;4;347895;555760
11/07/2024;36796;2832;4755;11;4;347895;555760
11/07/2024;36796;2832;4755;12;4;347895;555760
11/07/2024;36796;2832;4755;12;4;347895;555760
11/07/2024;36796;2832;4755;14;4;347895;555760
11/07/2024;36796;2832;4755;15;4;347895;555760
11/07/2024;36796;2832;4755;15;4;347895;555760
11/07/2024;36796;2832;4755;15;4;347895;555760
11/07/2024;36796;2832;4755;16;4;347895;555760
11/07/2024;36796;2832;4755;16;4;347895;555760
11/07/2024;36796;2832;4755;17;4;347895;555760
11/07/2024;36796;2832;4755;18;4;347895;555760
11/07/2024;36796;2832;4755;9;5;347895;555760
11/07/2024;36796;2832;4755;15;5;347895;555760
11/07/2024;36796;2832;4755;17;5;347895;555760
11/07/2024;36796;2832;4755;18;5;347895;555760
12/07/2024;36797;2826;2917;6;4;331250;555762
12/07/2024;36798;2834;2917;4;3;333088;555762
12/07/2024;36799;2834;2917;4;3;333088;555760
12/07/2024;36800;2834;2917;4;3;334675;555762
12/07/2024;36801;2834;2917;4;3;345791;555759
12/07/2024;36802;2834;2917;4;3;345791;555760
12/07/2024;36803;2854;2917;7;7;331250;555762
